Path,Value in File 1,Value in File 2,Difference Type
root,"{""APPLICATION"":{""DECISIONRSP"":{""APIVERSION"":""ABC"";""STATUS"":{""DATABASESUCCESS"":""T""};""CRDECISIONRSP"":{""FRAUDREVIEWSTATUS"":""NoDecision"";""SYSRECCREDITLINE"":""10000"";""APPSTATUS"":""P"";""CREDITREVIEWSTATUS"":""Re...","{""APPLICATION"":{""DECISIONRSP"":{""APIVERSION"":""ABC"";""STATUS"":{""DATABASESUCCESS"":""T""};""CRDECISIONRSP"":{""FRAUDREVIEWSTATUS"":""NoDecision"";""SYSRECCREDITLINE"":""10000"";""APPSTATUS"":""P"";""CREDITREVIEWSTATUS"":""Re...",value_mismatch
